일련번호,인증번호,인증일자,회사명,제품,등급,시험번호,S/W분류,제품 설명,총WD,재계약,특이사항,"시작날짜/
종료날짜",시험원
6653,22-0082,2022.02.21,"㈜지후소프트
jihooSoft. Co., Ltd.","플젝360(다면진단 클라우드 서비스) v3.0
(PLJEC360 v3.0)",1등급,GS-B-21-251,기업용 SW-기타,"본 제품은 온라인으로 배포된 평가지를 통해 평가대상자(상사, 동료, 부하)를 평가하고 그 결과를 관리하는 다면평가 프로그램으로 주요기능은 다음과 같다.",19,,,"(최초) 2021.11. 18~2021.12.2
(1차) 2022.1.27 ~2022.2.10","박진석, 김기연"
6654,22-0083,2022.02.21,"㈜닥터소프트
DOCTORSOFT Co., Ltd. ","쿨게이트 텔레워크 V1.0
(CoolGate Telework V1.0)",1등급,GS-B-21-371,보안용 SW-기타,기업의 보안 정책에 따라 인터넷 망에서 업무망 내 PC로 원격 접속을 지원하는 보안 프로그램,23,,,"2022-01-10~
2022-02-14"," 박현권, 서경덕"
6655,22-0084,2022.02.21,"㈜시큐웨어
SecuWare Inc.","프리_케이타스 V1.0
(pre_KTAS V1.0)",1등급,GS-A-21-457,기업용 SW-기타,응급 환자의 식별 및 관리를 위한 프로그램,12,,,2022.01.13 ~ 2022.01.28,"오가영, 박상우"
6656,22-0085,2022.02.21,"㈜마크애니
MarkAny Inc.","스크린 세이퍼 v3.0
(Screen SAFER v3.0)",1등급,GS-A-21-512,기업용 SW-기타,에이전트가 설치된 PC 화면에 정책에 따라 워터마크를 표시하고 화면 캡처를 차단할 수 있는 화면 보안 솔루션,17,,,2022.1.17. ~ 2022.2.11.,"신우준, 박혜린"
6657,22-0086,2022.02.21,"데이터텍
DATATEK","이씨엠에스 v3.0
(eCMS v3.0)",1등급,GS-A-21-413,기업용 SW-기타,공장 설비의 효율적 관리를 위해 인공지능을 활용한 설비 데이터 학습 및 이상치 데이터 예측 기능을 제공하는 프로그램,15,,,2022.01.17 ~ 2022.02.09,장유원
6658,22-0087,2022.02.21,"월드버텍㈜
World Vertex. INC.","오프투온 라이브클래스 v1.0
(OFF2ON LIVECLASS v1.0)",1등급,GS-A-21-498,유틸리티 SW-화상회의,"원격지의 PC 사용자가 실시간으로 음성, 화면, 자료 등을 공유하며 강의를 진행/수강하는 화상강의 솔루션",22,,,2022.1.12. ~ 2022.2.15.,이강민
6659,22-0088,2022.02.21,"㈜티에스엠테크놀로지
TSM Technology Co.,Ltd","바임스 빌딩에너지관리제어시스템 v2.0
(Bime’S BEMCS v2.0)",1등급,GS-A-21-573,임베디드 SW-기타,"건물의 전기, 가스, 수도 등의 에너지 사용량을 조회 및 분석하는 프로그램",10,,간소화된 재인증 수행,2022.01.24 ~ 2022.02.09,"장세헌, 박솔화"
6660,22-0089,2022.02.21,"주식회사 알에스솔루션즈
RS Solutions Inc.","이기종 통합 주차주제어장치 (RS-UPC-001) V1.0
(RS Universal Parking Controller (RS-UPC-001) V1.0)",1등급,GS-A-21-172,기업용 SW-기타,"본 제품은 다양한 제조사의 차량 인식기, 정산기, 차단기 등과 연동하여 입/출차 차량을 관리하는 프로그램으로 주요 기능은 다음과 같다.",17,,,2022.01.11 ~ 2022.02.07,"노남규, 박선영"
6661,22-0090,2022.02.24,"주식회사광진기업
GwangJin Co., Ltd.","야생동물 통합관제 시스템 v1.0
(Wild Animals Integrated Control System v1.0)",1등급,GS-C-21-134,웹서비스용 SW-기타,"본 제품은 카메라/포획기 관리 서버와 퇴치기로부터 각각 야생동물 감지 정보(장비명, 감지시간, 장소명, 등)를 수집 및 현황을 조회하고, 퇴치기 상태(On/Off)를 조회 및 제어하는 웹 기반 프로그램",14,,,2022.01.24 ~ 2022.02.15,"이진협, 황지현"
6662,22-0091,2022.02.24,"㈜코난테크놀로지
Konan Technolgy Inc.","코난 챗봇 3
(Konan Chatbot 3)",1등급,GS-B-21-303,유틸리티 SW-기타,사용자 질의에 대해 설정한 도메인과 시나리오에 의한 답변을 제공하는 챗봇 프로그램,22,,중단 후 재개,"(1차) 2021.11.22. ~ 2021.11.24.
(2차) 2022.01.14. ~ 2022.02.14.","홍승국, 배용훈"
6663,22-0092,2022.02.24,"㈜거림소프트
Gurlim Soft Co., Ltd.","지엘에스 라우트 플래너 V3.0
(gls Route Planner V3.0)",1등급,GS-B-21-348,GIS SW-기타,도로 정보와 경로 탐색 방법에 따라 출발지에서 목적지까지의 경로를 탐색해주는 프로그램,19,,,2022년 1월 17일 ~ 2022년 2월 15일,"정광락,백현재"
6664,22-0093,2022.02.24,"㈜에이씨엔에스
ACNS Inc.","다큐브레일 V1.0
(Docu Braille V1.0)",1등급,GS-B-21-385,디지털콘텐츠 SW-전자출판,시각장애인을 위한 점자 번역을 지원해주는 라이브러리,12,,,2022.01.24 ~ 2022.02.11,"박지훈, 은동현"
6665,22-0094,2022.02.24,"보이스아이 주식회사
VOICEYE Co., Ltd.","보이스아이 메이커 버전 2.0 포 인디자인 
(VOICEYE Maker V2.0 for InDesign)",1등급,GS-A-21-544,디지털콘텐츠 SW-디지털음성처리,Adobe InDesign에 플러그인 형태로 설치되어 문서 내 텍스트를 음성으로 재생하기 위한 2차원 바코드(QR코드) 생성 프로그램,10,,,2022.01.24 ~ 2022.02.09,"오가영, 오상훈"
6666,22-0095,2022.02.24,"주식회사 소프트보울
Softbowl. Co., Ltd..","에스비그리드 v3
(SBGrid v3)",1등급,GS-A-21-490,디지털콘텐츠 SW-웹페이지저작,그리드 형태의 웹 페이지 개발을 지원하는 프로그램,13,,,2022.1.10 ~ 2022.1.26,"임성은,하성호"
6667,22-0096,2022.02.24,"㈜조인트리
JOINTREE Co., Ltd.","무인 공공정보 Open API (오픈 에이피아이) 서비스 v1.0
(Unmanned Public Information Open API Service v1.0)",1등급,GS-A-21-538,기업용 SW-기타,"수집된 지역 내 대기, 포트홀 정보 활용을 위한 REST API를 승인된 사용자에게 제공하는 API 서비스 관리 프로그램",14,,,2022.01.13 ~ 2022.02.04,"김유진, 김영"
6668,22-0097,2022.02.24,"㈜필라넷
Feelanet Co.,LTD","복합 인증 솔루션 v1.0
(art.StrongID v1.0)",1등급,GS-A-20-589,보안용 SW-기타,"Active Directory 사용자 인증을 활용하는 시스템을 대상으로 소유 기반 인증 수단(모바일 애플리케이션, SMS, 이메일)을 통한 복합 인증을 지원하는 복합 인증 솔루션",20,,,2022.01.11 ~ 2022.02.10,"김유진, 김민지"
6669,22-0098,2022.02.24,"㈜에이티소프트
ATSoft Inc.","이닷익스프레스 에이치더블유피 v1.0
(eDotXPress HWP v1.0)",1등급,GS-A-21-579,디지털콘텐츠 SW-기타,본 프로그램은 HWP 파일 내 텍스트를 전자점자로 변환 및 저장하는 프로그램으로 주요 기능은 다음과 같다.,10,,,2022.01.26 ~ 2022.02.11,"임우섭, 이강원, 이유겸"
6670,22-0099,2022.03.03,"㈜ 이엠에스
EMS Co., LTD.
(구: ㈜화인이엠에스(EMS)
Fine EMS Co., LTD.)","빌딩자동화 & 에너지통합관리시스템 v1.0
(BAEMS v1.0)",1등급,GS-C-21-153,시스템관리 SW-기타,"설비 및 조명의 전원을 제어하고, 전력 정보를 모니터링 하는 프로그램",13,,,"2022-02-04~
2022-02-22","이재훈, 서동민"
6671,22-0100,2022.03.03,"㈜ 에이알미디어웍스
ARMEDIWORKS
주식회사 아르고스
ARGOS","에스씨유피 v1.0
(SCUP v1.0)",1등급,GS-C-21-156,기업용 SW-기타,"지하매립매설물(상수관로, 통신관로 등)의 유지보수 및 공사 일정을 관리하기 위한 솔루션",23,,,2022.01.12 ~ 2022.02.16,"김민우, 김혜란"
6672,22-0101,2022.03.03,"주식회사한빛안전기술단
Hanbit Safety Engineering Corporation","통합화재관제시스템 v.0.98
(FCS v.0.98)",1등급,GS-B-21-269,시스템관리 SW-감시장비제어,"화재 탐지 설비에서 감지된 화재 발생 여부를 모니터링하고, 화재 발생 알림을 제공하는 화재 감시 프로그램",16,,,"2022-01-28~
2022-02-23","우수진,박인혁"
6673,22-0102,2022.03.03,"주식회사 레오테크
LEOTEK Co., Ltd. ","아쿠아스마트미터링 웹 v1.0
(AquaSmartMetering Web v1.0)",1등급,GS-B-21-297,유틸리티 SW-기타,원격 검침기로부터 수신된 수도 사용량 및 검침기 현황 등의 정보를 조회하는 웹 기반 모니터링 프로그램,18,,, 2022.01.18. ~ 2022.02.25.,"홍승국, 전재훈"
6674,22-0103,2022.03.03,"㈜큐센텍
Q-SenTech Co., Ltd. ","재외선거 투표용지 발급 프로그램 2021911
(Overseas Voting Ballot Issuance Program 2021911)",1등급,GS-B-21-316,바이오매트릭스 SW-지문 인식,국외부재자 및 재외선거인의 재외선거를 위한 투표용지 발급프로그램,15,,,"01-25 (화)~
02-17 (목)","박현권, 서경덕"
6675,22-0104,2022.03.03,"㈜스마트파워
Smartpower Co., Ltd. ","디지털 트윈 기반 태양광 O&M 플랫폼 V3.0
(Digital Twin-based Solar O&M Platform V3.0)",1등급,GS-B-21-378,기업용 SW-기타,태양광 발전 설비의 상태와 발전 현황을 모니터링하는 웹 기반 태양광 발전 모니터링 프로그램,6,,태기조 과제 건으로 6+10(무상지원),"2022-02-14~
2022-02-21","박현권, 권세호"
6676,22-0105,2022.03.03,"대우조선해양 주식회사
Daewoo Shipbuilding & Marine Engineering Co., Ltd.","DSME(대우조선해양) 기자재 상태진단 솔루션 1.0
(DSME Diagnostics 1.0)",1등급,GS-A-21-349,기업용 SW-기타,진동 센서 데이터 프로그램을 통해 수집된 진동센서의 진폭 데이터를 분석하고 조회하는 프로그램,10,,,2022.02.07 ~ 2022.02.18,"오가영, 박상우"
6677,22-0106,2022.03.03,"㈜드림시큐리티
Dream Security Co., Ltd.","매직 이에이엠 V4.0
(Magic EAM V4.0)",1등급,GS-A-21-540,시스템관리 SW-기타,권한 관리 대상 시스템(웹)의 사용 권한을 관리하는 프로그램,16,,2명 수수료 산정되었으나 PL 1명이 시험함,2022.02.03 ~ 2022.02.24,박아영
6678,22-0107,2022.03.03,"㈜코아텍
Coretec Co., Ltd.","항만 침입 사고위험 관리 시스템 v1.0
(SC(Safeport seCurity) v1.0)",1등급,GS-A-21-450,기업용 SW-기타,항만 컨테이너 터미널내 작업자 및 이동장비의 위치 및 권한 구역 침입 여부를 모니터링하고 관리하는 프로그램,16,,,2022년 1월 20일 ~ 2022년 2월 15일,"구자경,강병학"
6679,22-0108,2022.03.03,"㈜위지트에너지
WIZIT ENERGY","상수도 원격검침솔루션 v1.0
(영문명: Wiz SWM [Wizit Smart Water Management] v1.0)",1등급,GS-A-21-547,기업용 SW-기타,상수도 검침 데이터를 관리하는 프로그램,15,,,2022년 1월 21일 ~ 2022년 2월 15일,"구자경,정명준"
6680,22-0109,2022.03.03,"지엔소프트(주)
GN SOFT Co., Ltd","지엔 비식별화 웹 솔루션 v1.0
(GN-DEID Web v1.0)",1등급,GS-A-21-652,보안용 SW-기타,CSV 파일과 DB에 저장된 개인정보를 비식별화하는 프로그램,25,"GS-A-21-366, 23WD
GS-A-21-652(1차), 2WD",중단 후 재개,"(최초) 2021.10.25. ~ 2021.11.19. 
(1차) 2022.02.10 ~ 2022.02.16. ","장세헌, 박솔화"
6681,22-0110,2022.03.03,"㈜조인트리
JOINTREE Co., Ltd","무인 저속 특장차 기반 공공정보 서비스 v1.0
(Unmanned vehicle PIS (Public information service based on unmanned low-speed specially equipped vehicle) v1.0)",1등급,GS-A-21-682,GIS SW-기타,지도상에 표시되는 대기정보 및 도로이상정보를 조회하기 위한 프로그램,18,"GS-A-21-474, 13WD
GS-A-21-682(1차), 5WD",,"2021.11.29 ~ 2021.12.15
2022.02.10 ~ 2022.02.16(1차)","임우섭, 이인영
임우섭, 함하늘(1차)"
6682,22-0111,2022.03.07,"주식회사 이너인포
Innerinfo.Co., Ltd.","이너-뷰 v1.0	
(inner-view v1.0)",1등급,GS-B-21-383,유틸리티 SW-PDF변환,"다양한 종류(doc, hwp, jpg 등)의 파일을 PDF로 변환하고 웹 브라우저에서 변환된 파일을 표시하는 PDF 뷰어 프로그램",14,,,2022.02.10 ~ 2022.03.02,"변은영, 황윤하"
6683,22-0112,2022.03.07,"㈜지오투정보기술
Geotwo Co., Ltd","도시디자인프로바이더(도시계획기초조사정보플랫폼) v1.0
(O2UDP(Urban Planning Base Survey Information Platform) v1.0)",1등급,GS-A-21-481,시스템관리 SW-기타,"공간, 통계, 현황 등의 기초조사 데이터를 기반으로 다양한 데이터 분석(지도, 통계, 시각화) 및 조회 기능 등을 제공하는 기초조사 데이터 분석 솔루션",30,,,2022.1.12. ~ 2022.2.25.,"신우준, 정성훈, 최준영"
6684,22-0113,2022.03.07,"대우조선해양 주식회사
Daewoo Shipbuilding & Marine Engineering Co., Ltd.","선외 선박 탐지 시스템 V1.0
(Ship Detection System V1.0)",1등급,GS-A-21-568,기업용 SW-기타,본 제품은 동영상에서 선박을 탐지하는 프로그램으로 주요 기능은 다음과 같다.,11,,,2022.2.4 ~ 2022.2.18,"노남규, 이인영"
6685,22-0114,2022.03.14,"주식회사 페르미
FERMI CO.,Ltd.","코뷰 어시스트 V1.0
(CO-VIEW ASSIST V1.0)",1등급,GS-C-21-105,유틸리티 SW-화상회의,"고객과 상담사간의 원격 화상 통화, 이미지 공유, 채팅 등을 지원하는 고객 상담 지원 솔루션",17,,,2022.02.07 ~ 2022.03.02,"김민우, 박정원"
6686,22-0115,2022.03.14,"주식회사 엠엠피
MMP Co., Ltd.","VR 명소체험 v1.0 
(Virtual Reality Cyber Tour v1.0)",1등급,GS-C-21-152,디지털콘텐츠 SW-기타,VR 장치를 이용하여 관광 관련 VR 콘텐츠를 체험하는 프로그램,13,,,2022.02.17 ~ 2022.03.08,"김민우, 김혜란"
6687,22-0116,2022.03.14,"티아이지 주식회사
TIG Co., Ltd.","티피엠 v1.0
(TPM v1.0)",1등급,GS-B-21-062,기업용 SW-기타,다양한 유형의 기록물 정보를 관리하는 기록물 관리 프로그램,8,,,2022년 2월 23일 ~ 2022년 3월 7일,"정광락,백현재"
6688,22-0117,2022.03.14,"주식회사 기원테크
KIWONTECH ","리시브가드 V1.1
(ReceiveGUARD V1.1)",1등급,GS-B-21-261,보안용 SW-스팸및악성코드차단,"메일서버로 유입되는 보안 위험요소를 탐지 및 차단하고, 유입 메일 현황을 모니터링하는 메일 보안 솔루션",9,,간소화 시험으로 수행함,2022.02.15~2022.02.25,"홍승국, 배용훈"
6689,22-0118,2022.03.14,"㈜나일소프트
NileSOFT Ltd.","시큐가드 엔에스이 V5.0
(Secuguard NSE V5.0)",1등급,GS-B-21-377,보안용 SW-기타,점검 대상의 네트워크 관련 보안 취약점을 점검하여 보고서 생성 등의 기능을 제공하는 취약점 점검 프로그램,24,,,"2022-01-25~
2022-03-03","엄경숙, 이경석"
6690,22-0119,2022.03.14,"㈜더좋은운동으로
The better exercise Co., Ltd.","티박스 핏 v1.0
(T-BOX FIT v1.0)",1등급,GS-B-21-408,유틸리티 SW-기타,"콘텐츠 서버에서 제공하는 동영상을 재생하고, 피트니스 기기와 연동하여 사용자의 운동에 따른 터치횟수, 운동시간, 칼로리 소모량 등의 정보를 제공하는 모바일 앱",14,,,"2022-02-15~
2022-03-07","박현권, 박선영"
6691,22-0120,2022.03.14,"㈜투비소프트
TOBESOFT Co., Ltd.","넥사크로 N
(Nexacro N)",1등급,GS-A-21-526,프로그램개발 관련 SW-프로그램개발지원,HTML5 기반의 웹 애플리케이션 개발 플랫폼,29,,,2022.01.11 ~ 2022.02.23,"정은하, 박소연"
6692,22-0121,2022.03.14,"주식회사 업데이터
updater","인공지능 기반 건물화재 위험등급 분류 및 서비스 v1.0
(AI-based building fire risk classification and service v1.0)",1등급,GS-A-21-613,웹서비스용 SW-기타,건축물 화재 위험등급을 조회하는 프로그램,12+2,"GS-A-21-217, 12WD
GS-A-21-613, 2WD",시험 1회 중단후 재개함,"(최초) 2021년 10월 8일 ~ 2021년 10월 22일
(1차) 2022년 2월 17일 ~ 2022년 2월 22일","오가영, 오상훈"
6693,22-0122,2022.03.14,"㈜휴먼아이티솔루션
Human IT Solution","티온플러스 v3.0
(tion-plus v3.0)",1등급,GS-A-21-595,디지털콘텐츠 SW-기타,"가상현실(VR) 기기를 활용하여 인지 능력(지남력 , 기억력 등)을 평가하고 결과를 확인하는 솔루션",10,,,2022.2.14. ~ 2022.2.28.,"신우준, 박혜린"
6694,22-0123,2022.03.14,"㈜지오엔소프트
Geonsoft Co., Ltd
㈜케이지엔지니어링종합건축사사무소
KG ENGINEERING & ARCHITECTURE CO.,LTD","소규모공공시설 관리시스템 v1.0
(Small Public Facilities Management System v1.0)",1등급,GS-A-21-508,GIS SW-도로시설물관리,소규모 시설물 위치 및 정보를 조회하기 위한 프로그램,12,,,2022.02.08 ~ 2022.02.23,"임우섭, 최고은"
6695,22-0124,2022.03.21,"주식회사 엠엠피
MMP Co., Ltd.","VR 스터디 v1.0
(Virtual Reality Study v1.0)",1등급,GS-C-21-142,교육용 SW-기타,"본 제품은 360도 VR사진, 일반사진을 표시하고 관련 유튜브 영상 및 웹 페이지 팝업을 제공하는 모바일 앱 기반 프로그램",14,,,2022.02.17 ~ 2022.03.10,"이진협, 김동규"
6696,22-0125,2022.03.21,"이앤에이치 ㈜
E & H CO., LTD.","인공지능을 활용한 열화상 감시 수배전반 시스템 V1.0
(Thermal imaging monitoring switchboard system using artificial intelligence V1.0)",1등급,GS-C-21-149,임베디드 SW-기타,"본 제품은 데이터 발생기가 생성한 열화상/온도/전압/전류 데이터를 모니터링하고, ML.NET 머신러닝 라이브러리를 활용하여 온도가 임계치에 도달하기까지 예상소요시간을 표시하는 프로그램",12,,,2022.02.16 ~ 2022.03.04,"이진협, 황지현"
6697,22-0126,2022.03.21,"신성이앤에스주식회사
ShinsungE&S","GIS기반 디지털 재생에너지 자원관리 시스템 v1.0 
(E-Verse v1.0)",1등급,GS-C-21-158,GIS SW-기타,"본 제품은 에너지 시설물(태양열, 태양광 등) 정보를 관리하고 항공 촬영 이미지를 등록하여 지도에 표시하는 에너지 시설물 관리 프로그램으로 주요기능은 다음과 같다.",18,,,2022.02.08 ~ 2022..03.04,박지민
6698,22-0127,2022.03.21,"㈜ 미소정보기술
MISO INFO TECH","스마트에이엘 v3.0
(SmartAL v3.0)",1등급,GS-C-21-164,유틸리티 SW-메타데이터 관리,학습용 데이터의 라벨링 작업을 수행하기 위한 프로그램,23,,,"2022-02-03~
2022-03-08","전지은,복진영"
6699,22-0128,2022.03.21,"㈜엔소프테크놀러지
Ensof Technology Inc.","엠씨큐브 엔터프라이즈 스마트 수트 3.5
(MC*CUBE Enterprise SMART Suite 3.5)",1등급,GS-B-21-053,기업용 SW-기타,이기종 시스템 간 연계를 위한 메시지 포맷 변환 및 송수신을 지원하는 시스템 연계 솔루션,30,"재계약된 경우 기재
(메모 참조)","WD 이슈사항 기재
(메모 참조)",2022.1.19 ~ 2022.3.7,"최민경, 김혜리"
6700,22-0129,2022.03.21,"시와소프트 주식회사
SiwaSoft CO. LTD","워크빌더 1.0
(workbuilder 1.0)",1등급,GS-B-22-036,보안용 SW-기타,반복적인 업무 프로세스를 스크립트로 작성 및 실행을 통해 자동화하는 업무 프로세스 자동화 프로그램,25,"GS-B-21-281, 21WD
   GS-B-22-036(1차), 4WD ",최초계약은 3인시험으로 진행하였으나 1차 재계약은 2인 시험으로 진행함,"(최초) 2021-12-27 ~ 2022-1- 24
(1차)2022-3-9 ~ 2022-3- 14","엄경숙, 이경석, 김지윤"
